71,11,Karen Cormier,60.56,10
72,11,Miss Lori Collins,70.28,5
73,11,Ms. Luther Leffler,65.05,9
74,11,Lola Wolff Jr.,71.56,4
75,11,Dr. Rex Kuhn,49.20,7
76,12,Rolando Wiegand,27.19,9
77,12,Vanessa Yundt,42.03,10
78,13,Johnnie Fadel,33.45,9
79,13,Damon Parker,40.02,6
80,13,Elaine Treutel,27.59,4
81,13,Silvia Feil,71.40,8
82,13,Sheri Effertz,30.53,7
83,13,Franklin Dibbert,62.96,9
84,13,John Rodriguez,43.86,5
85,13,Mamie Collier,45.85,3
86,13,Willie Cremin,68.38,9
87,13,Lena Kris,55.77,5
88,13,Dominic Koelpin,28.60,1
89,13,Domingo Wehner,35.81,6
90,13,Harvey Harber,46.64,1
91,14,Salvador Rosenbaum,37.59,2
92,14,Miranda Homenick,54.40,6
93,14,Emanuel Nolan,47.47,8
94,14,Patty Gutmann,65.68,10
95,15,Doris Jacobson,32.96,9
96,15,Mrs. Rodney Lehner,35.12,3
97,15,Katrina Hudson,43.64,7
98,15,Christopher Corkery,21.46,5
99,15,Doyle Rogahn,54.66,9
100,16,Maria Fisher,68.81,10
101,16,Lucia Christiansen,32.78,9
102,17,Stacy Veum,20.72,1
103,17,Ms. Ismael Jast,40.90,2
104,17,Tiffany Ziemann,66.06,8
105,17,Janet O'Connell,32.06,10
106,17,Nathaniel Russel,26.82,9
107,17,Joan Wiegand,46.40,10
108,18,Ms. Marguerite Wiegand,75.50,7
109,18,Delbert Kiehn,72.57,7
110,18,Antonio Spinka,53.91,2
111,18,Erik Grimes,58.88,5
112,19,Ross Hand,58.47,4
113,19,Shannon Corkery,40.90,4
114,19,Gina Ernser,69.53,8
115,19,Santiago Casper,58.76,6
116,19,Felipe Langworth DDS,42.87,7
117,19,Claude Ferry,36.15,9
118,19,Marshall Mayert,54.39,3
119,19,Gina Marvin,65.23,2
120,19,Ray Jacobi,59.46,10
121,19,Marta Vandervort,49.67,10
122,19,Dan Deckow,78.37,6
123,19,Roger Shields,40.98,8
124,19,Jeannette Padberg,29.02,10
125,19,Ellis Parisian,36.95,6
126,19,Dr. Ben Mante,47.34,10
127,20,Otis Jenkins,75.53,10
128,20,Brandy Lebsack,61.10,1
129,20,Loretta Blick,73.97,3
130,20,Patty Rutherford,37.19,10
131,20,Melba Batz DDS,70.38,6
132,20,Johanna Barton,31.15,6
133,20,Helen Emmerich,69.79,3
134,20,Warren Beatty,30.39,7
135,20,Marc O'Reilly IV,69.72,2
136,20,Rachel Ryan,63.86,8
137,20,Jared Pfannerstill II,42.89,3
138,20,Dr. Beverly Bechtelar,73.64,7
139,21,Bruce Daniel,26.06,4
140,21,Jermaine Treutel,44.64,10
141,21,Donna Lesch,21.04,8
142,21,Rosie O'Connell,36.66,1
143,21,Evelyn Wisoky,42.35,8
144,21,Dwight Keebler,53.98,4
145,21,Vera Hettinger,51.44,1
146,22,Alvin Emmerich,77.10,1
147,22,Georgia Turcotte,60.84,6
148,22,Terrance Conroy,64.26,2
149,22,Roxanne Cummerata Sr.,31.26,6
150,22,Nina Ullrich,35.91,7
151,22,Jeanette Smitham,75.11,8
152,23,Clay Schaefer,21.55,9
153,23,Wendell Veum,22.91,5
154,23,Janie Friesen MD,29.14,5
155,23,Leon Schmidt,78.58,3
156,23,Michelle Bernier,77.02,5
157,23,Ellis Conroy,33.51,8
158,23,Glenn Kohler,66.61,1
159,23,Josephine Trantow,44.77,3
160,23,Mrs. Maggie Stark,45.01,1
161,23,Tiffany Hodkiewicz,76.98,8
162,23,Philip Yost,47.22,1
163,23,Rolando Gibson II,62.62,3
164,23,Mr. Lindsay Boyle,31.12,4
165,24,Leona Zulauf,68.50,1
166,24,Donald Gaylord,41.24,8
167,24,Lori Orn,30.84,6
168,24,Roland Considine,57.45,1
169,24,Bernadette Sawayn,51.58,6
170,25,Wade Hilpert,65.61,8
171,25,Harry Klein,56.33,7
172,25,Miranda Predovic,38.62,4
173,25,Ricardo Wisozk,41.05,7
174,25,Tonya Parker,74.52,3
175,25,Felix Schoen V,60.99,8
176,25,Doyle Rowe,49.77,3
177,25,Lula Fadel,43.86,7
178,25,Bessie Lebsack,49.19,8
179,25,Edith Stanton,21.46,9
180,26,Angel Will,52.90,3
181,26,Alexander Stehr,40.93,8
182,26,Roberto Kling,37.15,4
183,26,Brandi Sporer,63.77,9
184,26,Lyle Ortiz,55.33,6
185,26,Tina Ankunding II,65.84,2
186,26,Bradford Mraz,74.98,8
187,26,Michelle Cormier,59.45,7
188,26,Everett Fritsch,74.50,6
189,26,Erik Harvey III,30.26,1
190,26,Neal Nolan,52.66,5
191,26,Ivan Denesik,24.58,7
192,26,Wesley Kunde,61.61,10
193,26,Owen Hickle V,69.95,1
194,26,Hope Nienow,50.81,1
195,27,Terry Anderson,70.12,3
196,27,Douglas Kirlin,48.23,3
197,27,Candice Torp,28.51,5
198,27,Josh Nicolas,64.66,7
199,27,Miss Veronica Feeney,54.32,7
200,27,Emmett Nienow,76.36,2
201,27,Bobby McClure V,32.47,2
202,27,Stuart Kerluke,32.00,6
203,27,Austin Ortiz,45.67,9
204,28,Tyler DuBuque DVM,58.38,6
205,28,Toby Bruen,36.11,8
206,28,Silvia Emmerich,50.11,4
207,28,Floyd Friesen,59.15,9
208,28,Forrest Marquardt,79.03,6
209,28,Domingo Muller,32.75,3
210,28,Gwen Wilkinson,41.92,9
211,28,Duane Batz,64.49,7
212,28,Lisa Marvin,78.18,9
213,28,Nicholas Paucek III,63.44,9
214,28,Mrs. Evan Mann,43.36,6
215,29,Zachary Roob,64.69,5
216,29,Jeremy Klein,79.65,10
217,29,Dr. Christian Gutkowski,76.39,10
218,29,Paula Ruecker,56.97,6
219,29,Mr. Randal Gutmann,30.49,6
220,29,Hugh Russel,38.44,10
221,29,Marcus Sipes,70.64,6
222,30,Leigh Crona MD,34.98,2
223,30,Harvey Oberbrunner,25.56,1
224,30,Phyllis Gleason,28.15,10
225,30,Margie Ondricka,67.72,10
226,30,Lynn Jenkins,40.26,10
227,30,Nelson Auer,68.05,5
228,30,Reginald Crona,22.80,8
229,30,Leah Botsford,30.34,3
230,30,Ted Sipes,58.94,10
231,30,Elena Hartmann,71.55,8
232,31,Emily Anderson,45.42,9
233,31,Susie Gaylord,34.12,8
234,31,Lora Quitzon,27.99,6
235,31,Barbara Jacobi,73.78,9
236,31,Mrs. Santos Labadie,74.53,4
237,32,Armando Mills,66.14,1
238,32,Roderick Lubowitz,35.10,9
239,32,Jody Senger,47.54,3
240,32,Edna Walker,72.56,3
241,32,Clark Wolf,64.17,10
242,32,Tomas Collins,30.88,1
243,32,Ms. Darren Buckridge,30.56,9
244,33,Eugene Strosin,30.07,1
245,33,Shaun Graham,39.06,10
246,33,Gilbert Berge,44.14,5
247,33,Raquel Corwin,60.21,8
248,33,Allison O'Conner,57.53,5
249,33,Clifton Bradtke II,25.33,10
250,33,Bert Jaskolski,44.38,6
251,33,Mr. Todd Ondricka,70.37,8
252,33,Dallas Stoltenberg,61.56,4
253,33,Mary Glover,39.17,10
254,33,Audrey Hilll,44.92,1
255,33,Elijah Satterfield III,38.50,9
256,33,Lila Marvin,31.15,1
257,33,Flora Beahan,44.76,6
258,33,Betsy Wiza,78.26,7
259,34,Dr. Darnell Wiegand,67.23,8
260,34,Dr. Myrtle Turner,42.84,2
261,34,Jenny Bogisich,50.37,6
262,34,Malcolm Bode,58.06,8
263,34,Lela Mitchell,65.96,4
264,34,Jean Sawayn,21.23,10
265,34,Philip Reynolds,31.58,9
266,34,Bertha Wunsch II,32.63,8
267,34,Jackie Carter,22.14,1
268,35,Nellie Greenfelder,22.21,3
269,35,Ivan Tillman,78.11,2
270,35,Danny Daniel,26.98,9
271,35,Essie Bogisich,47.99,1
272,35,Woodrow Sipes,20.90,3
273,35,Ellen Miller,76.98,10
274,35,Amy Considine III,22.59,2
275,35,Lillian Spencer,58.89,6
276,35,Dolores Gerlach,29.34,3
277,35,Ervin Lockman,20.71,10
278,35,Connie Tremblay,46.50,9
279,35,Genevieve Heaney,53.02,8
280,35,Kendra Murphy II,22.87,1
281,35,Ira Wolf,48.31,6
282,36,Claudia Mohr,36.62,9
283,36,Phillip Collier,35.98,8
284,36,Wilbert Vandervort,51.46,9
285,36,Lula Casper,20.44,6
286,36,Harvey Jakubowski,63.38,8
287,36,Lewis Hammes,44.23,8
288,36,Amanda Russel,70.92,7
289,36,Brett Kutch,37.89,9
290,36,Ruby Auer,77.11,1
291,36,Ian Raynor,76.63,8
292,36,Kim Reinger,51.10,10
293,36,Robin Jacobson,30.74,4
294,36,Jessica Hane,37.33,8
295,36,Alex Beahan,72.07,3
296,37,Roland Batz,72.99,3
297,37,Jody Hansen,41.13,6
298,37,Camille Rempel,43.78,3
299,37,Mr. Daryl Hane,26.50,1
300,37,April Lockman,41.55,7
301,37,Timothy Paucek,55.70,10
302,38,Margaret Schmidt,66.75,1
303,38,Glenn Lockman,41.58,9
304,38,Darlene Will,24.01,10
305,38,Irene Walter,41.48,9
306,38,Mrs. Brooke Koepp,34.16,7
307,38,Mr. Alfonso Shields,75.18,7
308,38,Miss Margie Shields,75.63,8
309,38,Martin Hackett,63.45,2
310,39,Sheila Schroeder,58.73,4
311,39,Ms. Levi Abshire,65.37,5
312,39,Dr. Garrett Satterfield,45.26,4
313,39,Silvia Toy,79.24,9
314,39,Brian Baumbach DVM,62.22,3
315,39,Elsa Gaylord,79.53,8
316,39,Kristy Christiansen,71.20,1
317,39,Miss Craig Volkman,62.59,3
318,39,Bethany Herzog,21.54,8
319,39,Miss Ian Torphy,23.98,2
320,39,Morris Hayes,47.42,5
321,39,Craig Johnson DVM,22.25,10
322,39,Bill Rodriguez,45.21,4
323,39,Daniel Rodriguez,62.71,9
324,39,Carroll Sawayn III,40.94,4
325,40,Nelson Ziemann,53.90,4
326,40,Viola Farrell,20.32,5
327,40,Lamar Abernathy,35.40,6
328,40,Brenda Heathcote,33.81,3
329,40,Ms. Christian Luettgen,37.38,2
330,40,Geraldine Nicolas,65.43,1
331,40,Francis Gorczany,71.22,6
332,40,Laurence Hilpert,49.21,8
333,40,Lauren Stehr,72.85,7
334,40,Carlos Kreiger,64.87,2
335,40,Christian Gutmann,67.39,5
336,40,Jessica Leannon,77.60,10
337,40,Julius Thompson,57.47,2
338,41,Ian Prohaska,37.77,9
339,41,Cecilia Williamson,57.31,4
340,41,Dr. Danny Heathcote,48.77,10
341,41,Becky Bins,46.10,1
342,41,Miss Mabel Stanton,62.49,9
343,41,Mark Kemmer,58.19,7
344,41,Bryan Hirthe,38.01,10
345,41,Andrew O'Connell,20.63,9
346,41,Geoffrey Graham,35.45,5
347,42,Miriam Mante,21.09,7
348,42,Anthony Zboncak,48.71,10
349,42,Israel Denesik,28.51,3
350,42,Guadalupe Reichel,43.82,3
351,43,Jonathon Wyman,32.15,4
352,43,Tommie Trantow,78.41,5
353,43,Florence Dickens,43.42,10
354,43,Bridget McKenzie,28.33,7
355,43,Laura Jenkins V,70.83,9
356,43,Ricky Wuckert,41.37,3
357,43,Adrian Hilpert,26.23,3
358,43,Roger Konopelski PhD,29.68,7
359,43,Lee Paucek,28.47,6
360,43,Kelvin Leannon IV,75.97,9
361,44,Minnie Kunze,70.53,10
362,44,Marie Morar DDS,50.92,8
363,44,Charlotte Glover,24.52,1
364,45,Alyssa Tromp,61.20,10
365,45,Gilbert Dickinson,63.08,9
366,46,Kurt Dooley,63.49,7
367,46,Katrina Hagenes V,22.87,5
368,46,Horace Armstrong,36.92,10
369,46,Lorenzo Bauch,39.88,6
370,46,Lana Stehr,30.12,2
371,46,Mr. Toni Osinski,67.33,2
372,46,Jennie Fadel,21.72,1
373,46,Agnes Toy,71.72,10
374,46,Doris Schulist,23.83,1
375,46,Erick Stamm,20.12,10
376,46,Natasha Schinner,34.25,10
377,46,Patsy Lebsack,70.10,2
378,47,Marilyn Spencer MD,67.85,7
379,47,Lynda Rau,55.91,3
380,47,Kay Greenfelder,53.84,3
381,47,Irving Wilkinson,63.48,10
382,47,Phil Beahan,61.59,6
383,47,Miss Kathy D'Amore,52.20,7
384,47,Ted Stoltenberg,69.26,6
385,47,Arturo Hodkiewicz,33.57,4
386,48,Olive Pfannerstill,22.42,1
387,48,Matthew Halvorson,73.74,1
388,49,Sally Schaefer,20.77,1
389,49,Salvador Ziemann,28.42,5
390,49,Sonya Bradtke,32.33,3
391,50,Malcolm Nikolaus,74.22,6
392,50,Ella Beahan,40.20,7
393,50,Mrs. Carrie Auer,40.43,10
394,50,Miss Wade Douglas,64.81,8
395,50,Lorenzo Reilly IV,69.68,9
396,50,Kerry Heidenreich,46.90,4
397,50,Leigh Mueller,71.53,7
398,50,Lucy Huel,34.86,2
399,50,Ron Lubowitz,79.27,1
400,50,Hilda Gulgowski,29.74,7
401,50,Sharon Leuschke,59.02,2
402,50,Rufus Bauch,45.44,3
403,50,Jeffery Cruickshank,50.44,5
404,50,Amelia Aufderhar PhD,21.48,2
405,50,Mabel Thompson,75.12,2
406,51,Dana Mante,31.79,10
407,51,Jacob Maggio,76.14,1
408,51,Willie Davis Jr.,63.40,4
409,51,Scott O'Reilly,51.72,4
410,52,Laurie Funk,76.69,9
411,52,Gertrude Fisher,51.89,5
412,52,Ms. Sonya Carter,44.46,1
413,52,Miranda Goodwin,44.74,4
414,53,Marshall Stiedemann,76.52,2
415,53,Alex Hegmann,51.03,3
416,53,Sonya Lebsack,73.26,8
417,54,Aubrey Barrows,78.76,3
418,54,Lynne Cruickshank IV,44.63,1
419,54,Bruce Jakubowski,70.16,2
420,54,Marlon Harris,21.72,9
421,54,Vicky O'Kon,66.24,4
422,54,Crystal Cormier,72.86,10
423,54,Mrs. Rogelio Olson,49.10,6
424,54,Randy Smitham,69.88,7
425,54,Olga Senger,40.10,4
426,54,Jeremy Heller,57.96,6
427,54,Marguerite Schaden,27.08,8
428,54,Leona Ferry,23.29,3
429,54,Dr. Hannah Treutel,63.42,10
430,54,Glen Cruickshank,28.93,8
431,55,Marta Anderson,54.81,6
432,55,Micheal Dicki,72.92,5
433,55,Darrell Goldner,43.99,3
434,55,Oscar Cremin,69.50,7
435,55,Dr. Sara Crona,72.30,4
436,55,Eunice Howell,49.00,5
437,55,Terrence Connelly,78.29,7
438,55,Lloyd Koch V,50.16,6
439,55,Geraldine Lind,63.07,5
440,55,Sherry Ullrich,75.61,2
441,55,Charles VonRueden,49.45,8
442,56,Ruth Beatty,70.08,7
443,56,Becky Wunsch,69.52,5
444,56,Mrs. Virginia Altenwerth,74.43,8
445,56,Doris Lesch,72.78,9
446,56,Daisy King,69.38,10
447,56,Ernest Heidenreich IV,35.04,10
448,57,Alberto West,76.62,7
449,57,Ginger Wilderman,61.19,4
450,57,Francis Medhurst,75.58,3
451,57,Horace McGlynn,60.96,5
452,57,Leslie Hackett,76.05,5
453,57,Ramiro Wunsch,51.59,1
454,57,Ed Koepp,72.12,2
455,57,Kelli Bailey Sr.,42.34,5
456,57,Paula Kuhlman,63.09,2
457,57,Eugene Hilpert,60.47,6
458,57,Veronica Nienow,50.05,2
459,57,Johnny Deckow,25.02,10
460,57,Ms. Mindy Kirlin,53.10,2
461,57,Jesse Fadel,59.78,2
462,58,Joey Kerluke,44.69,1
463,58,Clarence Walker,76.71,9
464,58,Rufus Doyle,79.83,9
465,58,Bethany Walter,41.14,6
466,58,Darrin Wintheiser,67.80,3
467,58,Lucille Hills,24.90,8
468,58,Miss Ronnie Lowe,46.13,10
469,58,Velma Kuphal,60.15,8
470,58,Sylvester Erdman,35.84,10
471,58,Dustin Von,37.91,10
472,58,Brett Erdman,25.79,3
473,58,Florence Beatty,31.44,4
474,58,Peggy Abshire,34.26,5
475,58,Estelle Lockman,66.43,7
476,59,Miss Rafael Ernser,46.99,4
477,59,Frances Weber,56.06,9
478,59,Kenny MacGyver,43.15,5
479,59,Garry O'Reilly,57.18,8
480,59,Pat Schaefer,60.11,10
481,59,Santos Waelchi,49.35,7
482,59,Mrs. Jesse Durgan,43.18,7
483,59,Van Steuber,35.87,4
484,59,Cecilia Abbott,52.49,3
485,59,Mrs. Tyler DuBuque,57.42,3
486,59,Melissa Hayes,74.05,9
487,59,Mack Volkman,57.81,7
488,59,Shawn Leuschke,23.60,4
489,60,Connie Medhurst,47.69,10
490,60,Lillie Bailey,27.64,4
491,60,Rafael Littel,73.77,2
492,60,Mrs. Jamie Gutkowski,69.41,2
493,60,Leon Rohan,47.68,6
494,60,Teresa Lind,21.79,5
495,60,Claudia McKenzie,60.57,1
496,60,Angelo Beahan,33.56,4
497,60,Grant Gerhold,75.62,10
498,60,Danielle Block,39.72,9
499,60,Alexis Goyette,62.09,3
500,61,Gene Crooks,70.53,3
501,61,Frank Senger,36.43,4
502,61,Dana Cassin,47.66,10
503,61,Courtney Mraz,78.34,5
504,61,Mr. Alberto Runolfsson,20.57,4
505,61,Maryann Veum,63.16,6
506,61,May Homenick,74.85,5
507,61,Lee King V,73.11,9
508,61,Brendan Boyle,63.76,3
509,61,Carlos Pfannerstill,33.47,3
510,61,Jerry Skiles,48.40,7
511,61,Rebecca Stoltenberg,43.45,10
512,61,Mr. John McGlynn,39.64,4
513,62,Doyle Hirthe,30.12,8
514,62,Clifton Von,25.65,5
515,62,Lynne Abernathy,54.19,1
516,62,Alex Jenkins,39.46,4
517,62,Pete Nitzsche,51.41,1
518,63,Mr. Andrea Kautzer,49.94,5
519,63,Blanche Bergnaum,75.18,8
520,63,Pauline Wyman Sr.,56.52,4
521,63,Dr. Carolyn Altenwerth,33.32,10
522,63,Shelly Walter,22.69,9
523,63,Janet Grady,56.26,8
524,63,Jerome Wisozk,64.43,3
525,63,Emmett DuBuque,49.66,10
526,63,Fredrick Murray,23.24,6
527,64,Ms. Lorraine Treutel,35.88,3
528,64,Mr. Rogelio Emard,71.17,9
529,64,Sherri Durgan,24.58,5
530,64,Shawn Pagac,22.38,10
531,64,Priscilla Morissette,31.31,2
532,64,Miss Vera Tillman,72.44,1
533,64,Bernice O'Keefe,44.72,1
534,64,Doug Douglas IV,63.68,3
535,64,Miss Wilfred Pollich,24.90,1
536,64,Ethel Bahringer,78.65,3
537,64,Salvatore Lynch,73.96,5
538,64,Tony Moore,20.46,2
539,65,Brandon Schultz,60.24,10
540,65,Margaret Muller,35.48,10
541,65,Nina Wuckert,65.12,7
542,65,Michele Gleichner Jr.,50.26,10
543,65,Josephine Willms,65.10,6
544,65,Louise Botsford,62.92,3
545,65,Sonja Gibson,22.18,3
546,65,Gladys Dietrich,38.52,3
547,65,Terence Senger,36.39,5
548,65,Miss Myrtle Grady,57.67,3
549,65,Leroy Streich,35.41,5
550,65,Kathleen Russel,76.05,1
551,66,Patty Quitzon,37.00,10
552,66,Mrs. Esther Kshlerin,47.55,7
553,66,Erica Kutch,45.75,6
554,66,Yolanda Roob,35.83,9
555,66,Jane Rogahn,21.81,3
556,66,Diane Gulgowski,39.74,10
557,66,Terrence Adams,30.33,10
558,67,Zachary Welch,30.58,3
559,67,Cindy Klein,65.33,7
560,67,Phillip Gleason,64.81,6
561,67,Benjamin Cummerata,42.50,6
562,67,Rhonda Boyle,43.33,8
563,67,Agnes Weber,33.71,4
564,67,Diane Hamill,48.66,9
565,67,Carlos Sawayn,59.57,8
566,67,Gwen Nienow,25.06,4
567,67,David Klein,39.26,5
568,67,Desiree Dach,21.20,10
569,68,Peter Luettgen,42.91,6
570,68,Kari McGlynn,76.08,9
571,69,Fredrick Stiedemann,35.12,9
572,69,Elsie Rau,22.25,1
573,69,Bobby Cole,60.47,2
574,69,Mrs. Clinton Kautzer,76.42,6
575,69,Cameron Price,31.68,7
576,69,Maggie MacGyver PhD,61.86,3
577,70,Mae Frami,20.33,5
578,70,Alexis Gislason,58.93,1
579,70,Terri Hahn,46.27,5
580,70,Micheal Gaylord Sr.,64.54,4
581,70,Dale Bayer,36.21,10
582,70,Alexandra Gislason,65.96,1
583,71,Amy Ryan,37.30,7
584,71,Paul Tremblay,71.99,4
585,72,Randall Heidenreich,72.74,6
586,72,Hazel Donnelly,31.24,5
587,72,Darren Bartell,66.70,3
588,72,Mr. Danny Schoen,74.33,10
589,72,Cheryl Jenkins,54.94,4
590,72,Dwayne O'Connell,21.35,6
591,72,Ms. Charlie Willms,37.71,10
592,72,Sue Senger,79.48,4
593,72,Todd Kling,23.00,6
594,72,Kristen Kshlerin,47.74,7
595,72,Randal Harber,69.27,8
596,72,Lucy Rodriguez,46.05,2
597,73,Spencer Paucek,78.65,7
598,73,Glenn MacGyver,76.64,4
599,73,Dr. Nicholas Kessler,40.47,6
600,73,Richard Pollich,63.84,10
601,73,Alicia Cronin,68.76,8
602,73,Howard Hermann,49.19,5
603,74,Dave Gulgowski,64.17,3
604,74,Ms. Latoya Champlin,49.02,7
605,74,Dr. Gerard Zboncak,72.92,1
606,74,Georgia Krajcik,24.43,3
607,74,Brenda Larson,48.00,10
608,74,Nina Schultz,44.99,6
609,74,Miss Nicole Streich,33.50,6
610,75,Emanuel Ullrich,36.52,10
611,75,Rafael Hintz,79.56,9
612,75,Henry Prosacco,39.72,10
613,75,Frankie Quitzon,32.95,10
614,75,Daryl Bahringer Sr.,68.81,7
615,76,Francis Watsica,24.40,8
616,76,Miss Pedro Adams,42.62,4
617,76,Sarah Grady,49.69,10
618,76,Maureen Roob IV,63.31,9
619,76,Antonio Larkin,47.97,6
620,76,Ann Roberts IV,58.28,10
621,76,Lorenzo Crooks,43.34,8
622,76,Joshua Stokes,69.21,2
623,76,Chris Marks,35.03,5
624,76,Irvin Durgan,41.83,8
625,76,Belinda McCullough,20.81,9
626,77,Dean Vandervort,44.15,7
627,77,Mrs. Salvatore Okuneva,36.57,6
628,77,Angie Johns,24.11,1
629,77,Robert Schoen,38.53,10
630,78,Mrs. Pablo Zieme,59.79,9
631,78,Micheal Ullrich,28.13,1
632,78,Mario Bayer III,60.90,6
633,78,Lydia Bergnaum II,79.90,3
634,78,Judy Ritchie,73.34,4
635,78,Dr. Linda Parker,36.75,7
636,78,Robyn Weissnat,44.97,10
637,78,Geoffrey Hodkiewicz,33.67,6
638,79,Cesar Abbott II,53.61,5
639,79,Ms. Perry Spencer,42.06,3
640,79,Simon Glover,60.78,8
641,79,Dolores Herman,69.25,3
642,79,Angel Klocko,68.59,2
643,79,Warren Shanahan,58.02,6
644,79,Alberto Schmeler,53.82,5
645,79,Eduardo O'Kon,54.60,10
646,79,Jeanette Thompson,22.16,8
647,80,Jared Jacobson,69.25,6
648,80,Leslie Schimmel,61.43,10
649,80,Roberto Oberbrunner,30.77,10
650,81,Eunice Cronin,64.87,9
651,81,Dr. Holly Koepp,63.46,9
652,81,Donald Zulauf,21.51,8
653,81,Al Hahn,47.66,7
654,81,Erica Murray IV,23.52,4
655,81,Darlene Turner,58.18,6
656,81,Gregory Friesen,78.88,2
657,81,Jack Waters,46.08,9
658,81,Traci Schiller,40.82,5
659,81,Mr. Gwen Kunze,72.09,1
660,81,Christy Cormier,28.23,8
661,81,Laura Marvin,39.32,3
662,81,Lee Heathcote,55.75,2
663,81,Cynthia Hilpert,29.44,4
664,82,Madeline Ferry,53.49,8
665,82,Jennie Koch,31.42,5
666,82,Candice Larson,32.01,10
667,82,Lucy Goldner,49.42,5
668,82,Francisco Schamberger,64.32,9
669,82,Matthew Gusikowski,44.50,3
670,82,Mr. Carlos Witting,27.43,9
671,82,Joan Waelchi MD,26.97,2
672,82,Jeanette Lockman,61.10,7
673,82,Renee Welch,62.90,7
674,82,Mr. Norman Hoeger,56.74,4
675,82,William Goodwin,78.57,8
676,82,Leslie Block,66.82,1
677,82,Mrs. Becky Jakubowski,57.77,10
678,82,Grace Fahey Jr.,67.75,1
679,83,Mandy Koch,29.40,4
680,83,Pamela Huel III,45.61,9
681,83,Don Nitzsche,62.71,8
682,83,Barry Witting,61.47,4
683,83,Don Wilderman,68.04,3
684,83,Alison Corwin,22.11,1
685,83,Jorge Schroeder,43.24,1
686,83,Stacey Yost,31.05,5
687,83,Louise Prohaska,24.83,1
688,83,Stephanie Smitham,54.01,8
689,83,Marvin Wiegand,58.40,3
690,83,Meredith Flatley,79.36,7
691,83,Christy Veum,42.61,4
692,84,Kristopher Bechtelar,57.45,3
693,84,Courtney Pollich,39.49,7
694,84,Christopher Carter,35.98,8
695,84,Nathan Kerluke,42.45,4
696,84,Mr. Jimmy Spencer,69.05,3
697,84,Billy Larkin,26.25,1
698,84,Benjamin Jones,31.03,9
699,84,Dwight Boyer DVM,52.63,5
700,84,Stuart Stroman,50.18,6
701,84,Mrs. Sophie Friesen,23.61,5
702,85,Fernando Botsford,48.18,7
703,85,Gertrude MacGyver,33.39,9
704,85,Elias Wisozk Sr.,76.13,8
705,85,Orville Murazik,50.22,9
706,85,Stuart Renner,26.50,2
707,85,Jacob Bosco,53.15,4
708,85,Erma Cartwright,76.46,4
709,85,Rafael Fadel Jr.,72.43,3
710,85,Anne Daugherty,62.70,4
711,86,Mamie Considine,24.41,6
712,86,Paula Lesch,61.93,4
